period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2037-05,58.923,15.857,15.857,0.19,15.833,11.25,15.833,11.25,0.0,58.757,ZBO,"{""C"": 10.83, ""A"": 13.32}","{""C"": 10.83, ""A"": 5.02}"
2037-06,58.757,15.816,15.816,0.19,15.833,11.25,15.833,11.25,0.0,58.55,ZBO,"{""C"": 10.83, ""A"": 13.31, ""B"": 1.53}","{""C"": 10.83, ""A"": 4.98}"
2037-07,58.55,14.908,14.908,0.179,15.833,11.25,15.833,11.25,0.0,57.446,ZBO,"{""C"": 10.83, ""A"": 11.77, ""B"": 0.19}","{""C"": 10.83, ""A"": 4.07}"
2037-08,57.446,15.98,15.98,0.192,15.833,11.25,15.833,11.25,0.0,57.4,ZBO,"{""C"": 10.83, ""A"": 13.13, ""B"": 0.05}","{""C"": 10.83, ""A"": 5.15}"
2037-09,57.4,15.98,15.98,0.192,15.833,11.25,15.833,11.25,0.0,57.355,ZBO,"{""C"": 10.83, ""A"": 13.27, ""B"": 5.31}","{""C"": 10.83, ""A"": 5.15}"
2037-10,57.355,12.366,12.366,0.148,15.833,11.25,15.833,11.25,0.0,53.739,ZBO,"{""C"": 10.83, ""A"": 7.96}","{""C"": 10.83, ""B"": 1.53}"
2037-11,53.739,16.012,16.012,0.192,15.833,11.25,15.833,11.25,0.0,53.726,ZBO,"{""D"": 5.84, ""C"": 10.83, ""A"": 7.48}","{""C"": 10.83, ""A"": 4.99, ""B"": 0.19}"
2037-12,53.726,16.025,16.025,0.192,15.833,11.25,15.833,11.25,0.0,53.726,ZBO,"{""C"": 10.83, ""A"": 13.32}","{""C"": 10.83, ""A"": 5.14, ""B"": 0.05}"
2038-01,53.726,35.193,35.193,0.422,23.958,16.292,23.958,16.292,0.0,64.538,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 5.31, ""D"": 3.21}"
2038-02,64.538,26.667,26.667,0.32,23.958,16.292,23.958,16.292,0.0,66.926,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83}"
2038-03,66.926,26.667,26.667,0.32,23.958,16.292,23.958,16.292,0.0,69.314,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83}"
2038-04,69.314,24.688,24.688,0.296,23.958,16.292,23.958,16.292,0.0,69.748,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.86}"
2038-05,69.748,24.149,24.149,0.29,23.958,16.292,23.958,16.292,0.0,69.649,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.32}"
2038-06,69.649,24.148,24.148,0.29,23.958,16.292,23.958,16.292,0.0,69.549,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.31}"
2038-07,69.549,22.605,22.605,0.271,23.958,16.292,23.958,16.292,0.0,67.924,ZBO,"{""C"": 10.83, ""A"": 15.83, ""B"": 5.03}","{""C"": 10.83, ""A"": 11.77}"
2038-08,67.924,23.959,23.959,0.288,23.958,16.292,23.958,16.292,0.0,67.637,ZBO,"{""D"": 5.17, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.13}"
2038-09,67.637,24.098,24.098,0.289,23.958,16.292,23.958,16.292,0.0,67.488,ZBO,"{""D"": 0.91, ""C"": 10.83, ""A"": 15.83, ""B"": 9.17}","{""C"": 10.83, ""A"": 13.27}"
2038-10,67.488,21.636,21.636,0.26,23.958,16.292,23.958,16.292,0.0,64.906,ZBO,"{""D"": 2.39, ""C"": 10.83, ""A"": 15.83, ""B"": 4.65}","{""C"": 10.83, ""A"": 7.96, ""D"": 2.84}"
2038-11,64.906,23.839,23.839,0.286,23.958,16.292,23.958,16.292,0.0,64.5,ZBO,"{""D"": 8.84, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 7.48, ""B"": 5.03, ""D"": 0.5}"
2038-12,64.5,25.467,25.467,0.306,23.958,16.292,23.958,16.292,0.0,65.704,ZBO,"{""D"": 0.74, ""C"": 10.83, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 13.32, ""D"": 1.32}"
2039-01,65.704,42.464,42.464,0.51,30.667,20.125,30.667,20.125,0.0,76.992,ZBO,"{""D"": 6.72, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 9.17, ""D"": 6.63}"
2039-02,76.992,31.865,31.865,0.382,30.667,20.125,30.667,20.125,0.0,77.808,ZBO,"{""D"": 4.07, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.65, ""D"": 0.55}"
2039-03,77.808,31.707,31.707,0.38,30.667,20.125,30.667,20.125,0.0,78.467,ZBO,"{""D"": 6.06, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 5.04}"
2039-04,78.467,30.216,30.216,0.363,30.667,20.125,30.667,20.125,0.0,77.654,ZBO,"{""D"": 4.88, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.05}"
2039-05,77.654,31.212,31.212,0.375,30.667,20.125,30.667,20.125,0.0,77.825,ZBO,"{""D"": 5.89, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.55}"
2039-06,77.825,30.826,30.826,0.37,30.667,20.125,30.667,20.125,0.0,77.615,ZBO,"{""D"": 5.09, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.66}"
2039-07,77.615,31.084,31.084,0.373,30.667,20.125,30.667,20.125,0.0,77.659,ZBO,"{""D"": 5.85, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.42}"
2039-08,77.659,30.984,30.984,0.372,30.667,20.125,30.667,20.125,0.0,77.604,ZBO,"{""D"": 5.14, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.82}"
2039-09,77.604,31.051,31.051,0.373,30.667,20.125,30.667,20.125,0.0,77.616,ZBO,"{""D"": 5.83, ""A"": 15.83, ""B"": 4.29}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.38}"
2039-10,77.616,31.025,31.025,0.372,30.667,20.125,30.667,20.125,0.0,77.602,ZBO,"{""D"": 5.16, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.86}"
2039-11,77.602,31.042,31.042,0.373,30.667,20.125,30.667,20.125,0.0,77.605,ZBO,"{""D"": 8.33, ""A"": 15.83, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.38}"
2039-12,77.605,31.035,31.035,0.372,30.667,20.125,30.667,20.125,0.0,77.601,ZBO,"{""D"": 5.16, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.87}"
2040-01,77.601,39.286,39.286,0.471,37.375,23.958,37.375,23.958,0.0,79.041,ZBO,"{""D"": 6.97, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.29, ""D"": 8.33}"
2040-02,79.041,39.037,39.037,0.468,37.375,23.958,37.375,23.958,0.0,80.235,ZBO,"{""D"": 3.97, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 5.16}"
2040-03,80.235,37.846,37.846,0.454,37.375,23.958,37.375,23.958,0.0,80.252,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.97}"
2040-04,80.252,37.843,37.843,0.454,37.375,23.958,37.375,23.958,0.0,80.266,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.97}"
2040-05,80.266,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.266,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-06,80.266,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-07,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-08,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-09,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,"{""D"": 6.95}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-10,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,"{""D"": 3.95}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-11,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-12,80.267,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,80.267,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
