period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2036-09,25.663,11.667,11.667,0.14,11.667,8.75,11.667,8.75,0.0,25.523,ZBO,"{""E"": 0.04, ""C"": 10.83, ""A"": 5.1, ""B"": 1.24}","{""A"": 11.67}"
2036-10,25.523,11.708,11.708,0.14,11.667,8.75,11.667,8.75,0.0,25.424,ZBO,"{""E"": 0.14, ""C"": 10.83, ""A"": 3.76}","{""A"": 11.67, ""E"": 0.04}"
2036-11,25.424,11.807,11.807,0.142,11.667,8.75,11.667,8.75,0.0,25.423,ZBO,"{""E"": 0.14, ""C"": 10.83, ""A"": 5.0}","{""A"": 11.67, ""E"": 0.14}"
2036-12,25.423,11.808,11.808,0.142,11.667,8.75,11.667,8.75,0.0,25.423,ZBO,"{""C"": 10.83, ""A"": 5.14}","{""A"": 11.67, ""E"": 0.14}"
2037-01,25.423,27.904,27.904,0.335,15.833,11.25,15.833,11.25,0.0,37.159,ZBO,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.24}"
2037-02,37.159,16.815,16.815,0.202,15.833,11.25,15.833,11.25,0.0,37.939,ZBO,"{""C"": 10.83, ""A"": 15.48}","{""C"": 10.83, ""A"": 5.98}"
2037-03,37.939,16.208,16.208,0.194,15.833,11.25,15.833,11.25,0.0,38.119,ZBO,"{""C"": 10.83, ""A"": 13.32}","{""C"": 10.83, ""A"": 5.37}"
2037-04,38.119,15.851,15.851,0.19,15.833,11.25,15.833,11.25,0.0,37.947,ZBO,"{""C"": 10.83, ""A"": 13.32}","{""C"": 10.83, ""A"": 5.02}"
2037-05,37.947,15.833,15.833,0.19,15.833,11.25,15.833,11.25,0.0,37.757,ZBO,"{""C"": 10.83, ""A"": 13.31, ""B"": 0.02}","{""C"": 10.83, ""A"": 5.0}"
2037-06,37.757,15.833,15.833,0.19,15.833,11.25,15.833,11.25,0.0,37.567,ZBO,"{""E"": 0.44, ""C"": 10.83, ""A"": 12.86, ""B"": 0.99}","{""C"": 10.83, ""A"": 5.0}"
2037-07,37.567,15.897,15.897,0.191,15.833,11.25,15.833,11.25,0.0,37.44,ZBO,"{""E"": 0.06, ""C"": 10.83, ""A"": 12.27, ""B"": 0.13}","{""C"": 10.83, ""A"": 4.62, ""E"": 0.44}"
2037-08,37.44,16.03,16.03,0.192,15.833,11.25,15.833,11.25,0.0,37.445,ZBO,"{""E"": 0.08, ""C"": 10.83, ""A"": 13.11}","{""C"": 10.83, ""A"": 5.14, ""E"": 0.06}"
2037-09,37.445,16.025,16.025,0.192,15.833,11.25,15.833,11.25,0.0,37.444,ZBO,"{""E"": 0.44, ""C"": 10.83, ""A"": 12.88, ""B"": 1.54}","{""C"": 10.83, ""A"": 5.1, ""B"": 0.02, ""E"": 0.08}"
2037-10,37.444,16.021,16.021,0.192,15.833,11.25,15.833,11.25,0.0,37.44,ZBO,"{""E"": 0.06, ""C"": 10.83, ""A"": 11.71}","{""C"": 10.83, ""A"": 3.76, ""B"": 0.99, ""E"": 0.44}"
2037-11,37.44,16.03,16.03,0.192,15.833,11.25,15.833,11.25,0.0,37.444,ZBO,"{""E"": 0.05, ""D"": 5.77, ""C"": 10.83, ""A"": 7.5}","{""C"": 10.83, ""A"": 5.0, ""B"": 0.13, ""E"": 0.06}"
2037-12,37.444,16.026,16.026,0.192,15.833,11.25,15.833,11.25,0.0,37.445,ZBO,"{""C"": 10.83, ""A"": 13.32}","{""C"": 10.83, ""A"": 5.14, ""E"": 0.05}"
2038-01,37.445,31.382,31.382,0.377,23.958,16.292,23.958,16.292,0.0,44.492,ZBO,"{""E"": 0.84, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.54, ""D"": 3.17}"
2038-02,44.492,27.152,27.152,0.326,23.958,16.292,23.958,16.292,0.0,47.36,ZBO,"{""E"": 0.11, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.48, ""E"": 0.84}"
2038-03,47.36,24.258,24.258,0.291,23.958,16.292,23.958,16.292,0.0,47.369,ZBO,"{""E"": 0.1, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.32, ""E"": 0.11}"
2038-04,47.369,24.249,24.249,0.291,23.958,16.292,23.958,16.292,0.0,47.369,ZBO,"{""E"": 0.1, ""D"": 0.26, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.32, ""E"": 0.1}"
2038-05,47.369,24.249,24.249,0.291,23.958,16.292,23.958,16.292,0.0,47.369,ZBO,"{""E"": 0.41, ""D"": 0.74, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.31, ""E"": 0.1}"
2038-06,47.369,24.246,24.246,0.291,23.958,16.292,23.958,16.292,0.0,47.365,ZBO,"{""E"": 0.74, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 12.86, ""D"": 0.14, ""E"": 0.41}"
2038-07,47.365,24.245,24.245,0.291,23.958,16.292,23.958,16.292,0.0,47.361,ZBO,"{""E"": 0.32, ""D"": 0.25, ""C"": 10.83, ""A"": 15.83, ""B"": 1.54}","{""C"": 10.83, ""A"": 12.27, ""D"": 0.41, ""E"": 0.74}"
2038-08,47.361,24.254,24.254,0.291,23.958,16.292,23.958,16.292,0.0,47.366,ZBO,"{""E"": 0.4, ""D"": 1.3, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.11, ""E"": 0.32}"
2038-09,47.366,24.248,24.248,0.291,23.958,16.292,23.958,16.292,0.0,47.365,ZBO,"{""E"": 0.98, ""D"": 3.51, ""C"": 10.83, ""A"": 15.83, ""B"": 6.31}","{""C"": 10.83, ""A"": 12.88, ""D"": 0.14, ""E"": 0.4}"
2038-10,47.365,24.242,24.242,0.291,23.958,16.292,23.958,16.292,0.0,47.358,ZBO,"{""E"": 2.43, ""C"": 10.83, ""A"": 15.83, ""B"": 2.45}","{""C"": 10.83, ""A"": 11.71, ""D"": 0.72, ""E"": 0.98}"
2038-11,47.358,24.232,24.232,0.291,23.958,16.292,23.958,16.292,0.0,47.341,ZBO,"{""E"": 0.13, ""D"": 7.69, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 7.5, ""B"": 1.54, ""D"": 1.93, ""E"": 2.43}"
2038-12,47.341,24.277,24.277,0.291,23.958,16.292,23.958,16.292,0.0,47.368,ZBO,"{""D"": 1.84, ""C"": 10.83, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 13.32, ""E"": 0.13}"
2039-01,47.368,38.747,38.747,0.465,30.667,20.125,30.667,20.125,0.0,54.984,ZBO,"{""E"": 2.85, ""D"": 3.54, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 6.31, ""D"": 5.77}"
2039-02,54.984,33.343,33.343,0.4,30.667,20.125,30.667,20.125,0.0,57.26,ZBO,"{""E"": 1.73, ""D"": 2.63, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 2.45, ""D"": 1.38, ""E"": 2.85}"
2039-03,57.26,31.053,31.053,0.373,30.667,20.125,30.667,20.125,0.0,57.274,ZBO,"{""E"": 1.9, ""D"": 3.36, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 2.66, ""E"": 1.73}"
2039-04,57.274,31.037,31.037,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.85, ""D"": 2.68, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 1.97, ""E"": 1.9}"
2039-05,57.272,31.04,31.04,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 3.35, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 2.52, ""E"": 1.85}"
2039-06,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 2.68, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 2.01, ""E"": 1.86}"
2039-07,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 3.35, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 2.51, ""E"": 1.86}"
2039-08,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 2.68, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 2.01, ""E"": 1.86}"
2039-09,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 3.35, ""A"": 15.83, ""B"": 4.29}","{""C"": 10.83, ""A"": 15.83, ""D"": 2.51, ""E"": 1.86}"
2039-10,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 2.68, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 2.01, ""E"": 1.86}"
2039-11,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.86, ""D"": 5.85, ""A"": 15.83, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""D"": 2.51, ""E"": 1.86}"
2039-12,57.272,31.039,31.039,0.372,30.667,20.125,30.667,20.125,0.0,57.272,ZBO,"{""E"": 1.04, ""D"": 3.51, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 2.01, ""E"": 1.86}"
2040-01,57.272,37.839,37.839,0.454,37.375,23.958,37.375,23.958,0.0,57.282,ZBO,"{""E"": 0.45, ""D"": 6.5, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.29, ""D"": 5.85, ""E"": 1.04}"
2040-02,57.282,37.836,37.836,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 3.5, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.51, ""E"": 0.45}"
2040-03,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 6.5, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.5, ""E"": 0.45}"
2040-04,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 3.5, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.5, ""E"": 0.45}"
2040-05,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 6.5, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.5, ""E"": 0.45}"
2040-06,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 3.5, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.5, ""E"": 0.45}"
2040-07,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 6.5, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.5, ""E"": 0.45}"
2040-08,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 3.5, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.5, ""E"": 0.45}"
2040-09,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 6.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.5, ""E"": 0.45}"
2040-10,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45, ""D"": 3.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.5, ""E"": 0.45}"
2040-11,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,"{""E"": 0.45}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.5, ""E"": 0.45}"
2040-12,57.289,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,57.289,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.5, ""E"": 0.45}"
