period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2038-05,51.64,24.352,24.352,0.292,23.958,16.292,23.958,16.292,0.0,51.742,ZBO,"{""D"": 1.65, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.27, ""D"": 0.25}"
2038-06,51.742,24.256,24.256,0.291,23.958,16.292,23.958,16.292,0.0,51.748,ZBO,"{""D"": 0.26, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.27, ""D"": 0.15}"
2038-07,51.748,23.711,23.711,0.285,23.958,16.292,23.958,16.292,0.0,51.216,ZBO,"{""D"": 0.89, ""C"": 10.83, ""A"": 15.83, ""B"": 2.01}","{""C"": 10.83, ""A"": 11.97, ""D"": 0.91}"
2038-08,51.216,24.255,24.255,0.291,23.958,16.292,23.958,16.292,0.0,51.221,ZBO,"{""D"": 2.22, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 13.28, ""D"": 0.14}"
2038-09,51.221,24.586,24.586,0.295,23.958,16.292,23.958,16.292,0.0,51.554,ZBO,"{""D"": 4.38, ""C"": 10.83, ""A"": 15.83, ""B"": 6.31}","{""C"": 10.83, ""A"": 13.27, ""D"": 0.49}"
2038-10,51.554,23.367,23.367,0.28,23.958,16.292,23.958,16.292,0.0,50.682,ZBO,"{""D"": 1.09, ""C"": 10.83, ""A"": 15.83, ""B"": 4.19}","{""C"": 10.83, ""A"": 11.31, ""D"": 1.22}"
2038-11,50.682,22.681,22.681,0.272,23.958,16.292,23.958,16.292,0.0,49.133,ZBO,"{""D"": 9.94, ""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 7.43, ""B"": 2.01, ""D"": 2.41}"
2038-12,49.133,24.749,24.749,0.297,23.958,16.292,23.958,16.292,0.0,49.627,ZBO,"{""D"": 0.59, ""C"": 10.83, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 13.32, ""D"": 0.6}"
2039-01,49.627,40.431,40.431,0.485,30.667,20.125,30.667,20.125,0.0,58.907,ZBO,"{""D"": 6.97, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 6.31, ""D"": 7.45}"
2039-02,58.907,31.305,31.305,0.376,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 4.02, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.19, ""D"": 0.45}"
2039-03,59.169,31.893,31.893,0.383,30.667,20.125,30.667,20.125,0.0,60.013,ZBO,"{""D"": 6.12, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 5.23}"
2039-04,60.013,30.185,30.185,0.362,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 4.87, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.02}"
2039-05,59.169,31.26,31.26,0.375,30.667,20.125,30.667,20.125,0.0,59.388,ZBO,"{""D"": 5.91, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.59}"
2039-06,59.388,30.818,30.818,0.37,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 5.09, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.65}"
2039-07,59.169,31.096,31.096,0.373,30.667,20.125,30.667,20.125,0.0,59.226,ZBO,"{""D"": 5.85, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.43}"
2039-08,59.226,30.982,30.982,0.372,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 5.14, ""A"": 15.83, ""B"": 0.5}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.82}"
2039-09,59.169,31.054,31.054,0.373,30.667,20.125,30.667,20.125,0.0,59.184,ZBO,"{""D"": 5.84, ""A"": 15.83, ""B"": 4.29}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.39}"
2039-10,59.184,31.024,31.024,0.372,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 5.16, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.86}"
2039-11,59.169,31.043,31.043,0.373,30.667,20.125,30.667,20.125,0.0,59.173,ZBO,"{""D"": 8.33, ""A"": 15.83, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""D"": 4.38}"
2039-12,59.173,31.035,31.035,0.372,30.667,20.125,30.667,20.125,0.0,59.169,ZBO,"{""D"": 5.16, ""A"": 15.83, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 0.5, ""D"": 3.87}"
2040-01,59.169,39.287,39.287,0.471,37.375,23.958,37.375,23.958,0.0,60.61,ZBO,"{""D"": 6.97, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.29, ""D"": 8.33}"
2040-02,60.61,39.037,39.037,0.468,37.375,23.958,37.375,23.958,0.0,61.803,ZBO,"{""D"": 3.97, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 5.16}"
2040-03,61.803,37.846,37.846,0.454,37.375,23.958,37.375,23.958,0.0,61.82,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.97}"
2040-04,61.82,37.843,37.843,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.97}"
2040-05,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-06,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-07,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 6.95, ""B"": 4.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-08,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 3.95, ""B"": 7.21}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-09,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 6.95}","{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-10,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,"{""D"": 3.95}","{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
2040-11,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 4.21, ""D"": 6.95}"
2040-12,61.835,37.829,37.829,0.454,37.375,23.958,37.375,23.958,0.0,61.835,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 7.21, ""D"": 3.95}"
