source_id,period,reserved_capacity_t_per_year,ordered_volume_t,planned_delivery_t,actual_delivery_t,lead_time_applied
A,2039-01,190,15.833,15.833,15.833,12 month
A,2039-02,190,15.833,15.833,15.833,12 month
A,2039-03,190,15.833,15.833,15.833,12 month
A,2039-04,190,15.833,15.833,15.833,12 month
A,2039-05,190,15.833,15.833,15.833,12 month
A,2039-06,190,15.833,15.833,15.833,12 month
A,2039-07,190,15.833,15.833,15.833,12 month
A,2039-08,190,15.833,15.833,15.833,12 month
A,2039-09,190,15.833,14.766,14.766,12 month
A,2039-10,190,15.833,15.601,15.601,12 month
A,2039-11,190,15.833,7.133,7.133,12 month
A,2039-12,190,15.833,15.833,15.833,12 month
A,2040-01,190,0,15.833,15.833,12 month
A,2040-02,190,0,15.833,15.833,12 month
A,2040-03,190,0,15.833,15.833,12 month
A,2040-04,190,0,15.833,15.833,12 month
A,2040-05,190,0,15.833,15.833,12 month
A,2040-06,190,0,15.833,15.833,12 month
A,2040-07,190,0,15.833,15.833,12 month
A,2040-08,190,0,15.833,15.833,12 month
A,2040-09,190,0,15.833,15.833,12 month
A,2040-10,190,0,15.833,15.833,12 month
A,2040-11,190,0,15.833,15.833,12 month
A,2040-12,190,0,15.833,15.833,12 month
B,2035-01,110,4.227,0,0,4 month
B,2035-02,110,8.333,0,0,4 month
B,2035-03,110,8.333,0,0,4 month
B,2035-04,110,8.333,0,0,4 month
B,2035-05,110,8.524,4.227,4.227,4 month
B,2035-06,110,8.708,8.333,8.333,4 month
B,2035-07,110,8.708,8.333,8.333,4 month
B,2035-08,110,8.708,8.333,8.333,4 month
B,2035-09,110,6.698,8.524,8.524,4 month
B,2035-10,110,0.392,8.708,8.708,4 month
B,2035-11,110,0.392,8.708,8.708,4 month
B,2035-12,110,0.392,8.708,8.708,4 month
B,2036-01,110,0.826,6.698,6.698,4 month
B,2036-02,110,0.543,0.392,0.392,4 month
B,2036-03,110,0.543,0.392,0.392,4 month
B,2036-04,110,0.543,0.392,0.392,4 month
B,2036-05,110,0.562,0.826,0.826,4 month
B,2036-06,110,0.549,0.543,0.543,4 month
B,2036-07,110,0,0.543,0.543,4 month
B,2036-08,110,0,0.543,0.543,4 month
B,2036-09,110,0,0.562,0.562,4 month
B,2036-10,110,0,0.549,0.549,4 month
B,2036-11,110,0,0,0,4 month
B,2036-12,110,0,0,0,4 month
B,2037-01,110,0.073,0,0,4 month
B,2037-02,110,0.199,0,0,4 month
B,2037-03,110,1.115,0,0,4 month
B,2037-04,110,0.043,0,0,4 month
B,2037-05,110,0.044,0.073,0.073,4 month
B,2037-06,110,0.046,0.199,0.199,4 month
B,2037-07,110,0.052,1.115,1.115,4 month
B,2037-08,110,0.052,0.043,0.043,4 month
B,2037-09,110,0,0.044,0.044,4 month
B,2037-10,110,0,0.046,0.046,4 month
B,2037-11,110,0,0.052,0.052,4 month
B,2037-12,110,0,0.052,0.052,4 month
B,2038-01,110,0,0,0,4 month
B,2038-02,110,0,0,0,4 month
B,2038-03,110,0,0,0,4 month
B,2038-04,110,0,0,0,4 month
B,2038-05,110,0,0,0,4 month
B,2038-06,110,0,0,0,4 month
B,2038-07,110,0,0,0,4 month
B,2038-08,110,0,0,0,4 month
B,2038-09,110,0,0,0,4 month
B,2038-10,110,0,0,0,4 month
B,2038-11,110,0,0,0,4 month
B,2038-12,110,0,0,0,4 month
B,2039-01,110,0,0,0,4 month
B,2039-02,110,0,0,0,4 month
B,2039-03,110,0,0,0,4 month
B,2039-04,110,0,0,0,4 month
B,2039-05,110,0,0,0,4 month
B,2039-06,110,0,0,0,4 month
B,2039-07,110,0,0,0,4 month
B,2039-08,110,0,0,0,4 month
B,2039-09,110,0,0,0,4 month
B,2039-10,110,1.737,0,0,4 month
B,2039-11,110,0,0,0,4 month
B,2039-12,110,1.667,0,0,4 month
B,2040-01,110,0,0,0,4 month
B,2040-02,110,1.667,1.737,1.737,4 month
B,2040-03,110,0,0,0,4 month
B,2040-04,110,1.667,1.667,1.667,4 month
B,2040-05,110,0,0,0,4 month
B,2040-06,110,1.667,1.667,1.667,4 month
B,2040-07,110,0,0,0,4 month
B,2040-08,110,1.667,1.667,1.667,4 month
B,2040-09,110,0,0,0,4 month
B,2040-10,110,0,1.667,1.667,4 month
B,2040-11,110,0,0,0,4 month
B,2040-12,110,0,1.667,1.667,4 month
C,2035-01,0,10.833,0,0,18-24 month (policy: 24)
C,2035-02,0,10.833,0,0,18-24 month (policy: 24)
C,2035-03,0,10.833,0,0,18-24 month (policy: 24)
C,2035-04,0,10.833,0,0,18-24 month (policy: 24)
C,2035-05,0,10.833,0,0,18-24 month (policy: 24)
C,2035-06,0,10.833,0,0,18-24 month (policy: 24)
C,2035-07,0,10.833,0,0,18-24 month (policy: 24)
C,2035-08,0,10.833,0,0,18-24 month (policy: 24)
C,2035-09,0,10.833,0,0,18-24 month (policy: 24)
C,2035-10,0,10.833,0,0,18-24 month (policy: 24)
C,2035-11,0,10.833,0,0,18-24 month (policy: 24)
C,2035-12,0,10.833,0,0,18-24 month (policy: 24)
C,2036-01,0,10.833,0,0,18-24 month (policy: 24)
C,2036-02,0,10.833,0,0,18-24 month (policy: 24)
C,2036-03,0,10.833,0,0,18-24 month (policy: 24)
C,2036-04,0,10.833,0,0,18-24 month (policy: 24)
C,2036-05,0,10.833,0,0,18-24 month (policy: 24)
C,2036-06,0,10.833,0,0,18-24 month (policy: 24)
C,2036-07,0,10.833,0,0,18-24 month (policy: 24)
C,2036-08,0,10.833,0,0,18-24 month (policy: 24)
C,2036-09,0,10.833,0,0,18-24 month (policy: 24)
C,2036-10,0,10.833,0,0,18-24 month (policy: 24)
C,2036-11,0,10.833,0,0,18-24 month (policy: 24)
C,2036-12,0,10.833,0,0,18-24 month (policy: 24)
C,2037-01,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-02,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-03,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-04,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-05,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-06,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-07,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-08,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-09,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-10,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-11,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2037-12,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-01,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-02,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-03,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-04,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-05,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-06,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-07,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-08,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-09,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-10,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-11,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2038-12,130,10.833,10.833,10.833,18-24 month (policy: 24)
C,2039-01,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-02,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-03,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-04,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-05,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-06,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-07,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-08,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-09,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-10,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-11,130,0,10.833,10.833,18-24 month (policy: 24)
C,2039-12,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-01,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-02,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-03,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-04,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-05,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-06,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-07,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-08,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-09,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-10,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-11,130,0,10.833,10.833,18-24 month (policy: 24)
C,2040-12,130,0,10.833,10.833,18-24 month (policy: 24)
D,2037-11,0,10,0,0,1-2 month (policy: 2)
D,2037-12,0,0.364,0,0,1-2 month (policy: 2)
D,2038-01,120,0.367,10,10,1-2 month (policy: 2)
D,2038-02,120,1.181,0.364,0.364,1-2 month (policy: 2)
D,2038-03,120,0.107,0.367,0.367,1-2 month (policy: 2)
D,2038-04,120,0.105,1.181,1.181,1-2 month (policy: 2)
D,2038-05,120,0.106,0.107,0.107,1-2 month (policy: 2)
D,2038-06,120,0.113,0.105,0.105,1-2 month (policy: 2)
D,2038-07,120,0.113,0.106,0.106,1-2 month (policy: 2)
D,2038-08,120,0.061,0.113,0.113,1-2 month (policy: 2)
D,2038-09,120,10,0.113,0.113,1-2 month (policy: 2)
D,2038-10,120,0.486,0.061,0.061,1-2 month (policy: 2)
D,2038-11,120,8.952,10,10,1-2 month (policy: 2)
D,2038-12,120,0.254,0.486,0.486,1-2 month (policy: 2)
D,2039-01,120,0.427,8.952,8.952,1-2 month (policy: 2)
D,2039-02,120,0.323,0.254,0.254,1-2 month (policy: 2)
D,2039-03,120,0.325,0.427,0.427,1-2 month (policy: 2)
D,2039-04,120,0.324,0.323,0.323,1-2 month (policy: 2)
D,2039-05,120,0.324,0.325,0.325,1-2 month (policy: 2)
D,2039-06,120,0.324,0.324,0.324,1-2 month (policy: 2)
D,2039-07,120,1.391,0.324,0.324,1-2 month (policy: 2)
D,2039-08,120,0.557,0.324,0.324,1-2 month (policy: 2)
D,2039-09,120,9.024,1.391,1.391,1-2 month (policy: 2)
D,2039-10,120,0.324,0.557,0.557,1-2 month (policy: 2)
D,2039-11,120,6.227,9.024,9.024,1-2 month (policy: 2)
D,2039-12,120,4.421,0.324,0.324,1-2 month (policy: 2)
D,2040-01,120,6.228,6.227,6.227,1-2 month (policy: 2)
D,2040-02,120,4.561,4.421,4.421,1-2 month (policy: 2)
D,2040-03,120,6.228,6.228,6.228,1-2 month (policy: 2)
D,2040-04,120,4.561,4.561,4.561,1-2 month (policy: 2)
D,2040-05,120,6.228,6.228,6.228,1-2 month (policy: 2)
D,2040-06,120,4.561,4.561,4.561,1-2 month (policy: 2)
D,2040-07,120,6.228,6.228,6.228,1-2 month (policy: 2)
D,2040-08,120,4.561,4.561,4.561,1-2 month (policy: 2)
D,2040-09,120,6.228,6.228,6.228,1-2 month (policy: 2)
D,2040-10,120,4.561,4.561,4.561,1-2 month (policy: 2)
D,2040-11,120,0,6.228,6.228,1-2 month (policy: 2)
D,2040-12,120,0,4.561,4.561,1-2 month (policy: 2)
