rule_id,period,passed,actual,limit,excess,severity,source,message_ru
CAPACITY_EXCEEDED,2036-09,false,15.833,11.66666667,4.166333333,hard,internal,Заказ канала 'A' в период 2036-09 (15.8330 т) превышает месячную долю зарезервированной мощности 2036 года (11.6667 т = 140 т/год ÷ 12); излишек 4.1663 т
CAPACITY_EXCEEDED,2036-10,false,15.833,11.66666667,4.166333333,hard,internal,Заказ канала 'A' в период 2036-10 (15.8330 т) превышает месячную долю зарезервированной мощности 2036 года (11.6667 т = 140 т/год ÷ 12); излишек 4.1663 т
CAPACITY_EXCEEDED,2036-11,false,15.833,11.66666667,4.166333333,hard,internal,Заказ канала 'A' в период 2036-11 (15.8330 т) превышает месячную долю зарезервированной мощности 2036 года (11.6667 т = 140 т/год ÷ 12); излишек 4.1663 т
CAPACITY_EXCEEDED,2036-12,false,15.833,11.66666667,4.166333333,hard,internal,Заказ канала 'A' в период 2036-12 (15.8330 т) превышает месячную долю зарезервированной мощности 2036 года (11.6667 т = 140 т/год ÷ 12); излишек 4.1663 т
CAPACITY_EXCEEDED,2037-10,false,9.6087,9.166666667,0.4420333333,hard,internal,Заказ канала 'B' в период 2037-10 (9.6087 т) превышает месячную долю зарезервированной мощности 2037 года (9.1667 т = 110 т/год ÷ 12); излишек 0.4420 т
LEAD_TIME_VIOLATION,2037-11,false,10,0,10,hard,internal,Заказ канала 'D' на период 2037-11 (10.0 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2037-12,false,0.385,0,0.385,hard,internal,Заказ канала 'D' на период 2037-12 (0.385 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-01,false,5.357,0,5.357,hard,internal,Заказ канала 'D' на период 2038-01 (5.357 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-02,false,5.257,0,5.257,hard,internal,Заказ канала 'D' на период 2038-02 (5.257 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-03,false,5.254,0,5.254,hard,internal,Заказ канала 'D' на период 2038-03 (5.254 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-04,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-04 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-05,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-05 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-06,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-06 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-07,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-07 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-08,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-08 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
CAPACITY_EXCEEDED,2038-09,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2038-09 (9.1670 т) превышает месячную долю зарезервированной мощности 2038 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
LEAD_TIME_VIOLATION,2038-09,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-09 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
CAPACITY_EXCEEDED,2038-10,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2038-10 (9.1670 т) превышает месячную долю зарезервированной мощности 2038 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
LEAD_TIME_VIOLATION,2038-10,false,5.253,0,5.253,hard,internal,Заказ канала 'D' на период 2038-10 (5.253 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-11,false,10,0,10,hard,internal,Заказ канала 'D' на период 2038-11 (10.0 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
LEAD_TIME_VIOLATION,2038-12,false,2.54,0,2.54,hard,internal,Заказ канала 'D' на период 2038-12 (2.54 т) не может быть исполнен: канал недоступен в этом периоде (требуется инвестиция/ввод согласно условиям кейса)
CAPACITY_EXCEEDED,2039-10,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2039-10 (9.1670 т) превышает месячную долю зарезервированной мощности 2039 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2039-11,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2039-11 (9.1670 т) превышает месячную долю зарезервированной мощности 2039 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2039-12,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2039-12 (9.1670 т) превышает месячную долю зарезервированной мощности 2039 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-01,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-01 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-02,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-02 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-03,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-03 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-04,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-04 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-05,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-05 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-06,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-06 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-07,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-07 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
CAPACITY_EXCEEDED,2040-08,false,9.167,9.166666667,0.0003333333333,hard,internal,Заказ канала 'B' в период 2040-08 (9.1670 т) превышает месячную долю зарезервированной мощности 2040 года (9.1667 т = 110 т/год ÷ 12); излишек 0.0003 т
NEGATIVE_INVENTORY,2035-2040,true,0,0,0,hard,internal,Минимальный запас на конец месяца за горизонт: 0.0000 т (≥ 0 — отрицательного запаса нет)
